"sites","towns_with_sites","sites_with_coords","towns_with_coords","usgs_sites","towns_usgs","raw_gw_sites","towns_raw_gw","finished_ntnc_sites","towns_finished_water"
2812,368,1841,238,369,1,1124,145,1319,296
