OID_,SOURCE_ID,SITE_NAME,TOWN,REGION,LATITUDE,LONGITUDE,TYPE,ZII_NUM,PWS_ID
889,1135001-01G,PJS TAVERN,HOLLAND,1,42.054998519999998,-72.160521450000005,TNC,0,1135001
890,1053004-01G,DCR MOHAWK TRAIL STATE FOREST,CHARLEMONT,1,42.641937079999998,-72.949029190000005,TNC,0,1053004
891,4052071-01G,FROSTY DOG,CARVER,4,41.912688269999997,-70.802727759999996,TNC,0,4052071
892,4020016-01G,OLD VILLAGE STORE,BARNSTABLE,4,41.706633449999998,-70.374485320000005,TNC,0,4020016
893,4300023-01G,DUNE CREST HOTEL INC,TRURO,4,42.049468859999998,-70.109496919999998,TNC,0,4300023
894,2097000-07S,OVERLOOK RESERVOIR,FITCHBURG,2,42.594325849999997,-71.816520609999998,ESW,0,2097000
895,3078010-01G,PRECIOUS BEGINNINGS,DOVER,3,42.254747219999999,-71.272098130000003,TNC,0,3078010
896,1193023-01G,LSGPO ASSOCIATION,MONTEREY,1,42.186338560000003,-73.210311709999999,TNC,0,1193023
897,1204001-01G,SWIFT RIVER  ELEMENTARY SCHOOL,NEW SALEM,1,42.521322869999999,-72.357817170000004,NTNC,0,1204001
898,1279003-02G,THE RANCH GOLF CLUB,SOUTHWICK,1,42.086977800000000,-72.786587940000004,NTNC,0,1279003
899,1341010-02G,MT GREYLOCK REGIONAL SCHOOL,WILLIAMSTOWN,1,42.672481810000001,-73.240631100000002,NTNC,0,1341010
900,2028007-05G,WELL 5,BERLIN,2,42.372866340000002,-71.636474219999997,GW,0,2028007
901,1268002-02G,GOULDS SUGAR HOUSE,SHELBURNE,1,42.585486760000002,-72.709301560000000,TNC,0,1268002
902,2028007-06G,WELL 6,BERLIN,2,42.373059540000000,-71.636470200000005,GW,0,2028007
903,4350000-02G,WELL  4,WRENTHAM,4,42.057363619999997,-71.300151110000002,GW,179,4350000
904,4169000-02G,EAST WELL,MARION,4,41.735530179999998,-70.812267700000007,GW,481,4169000
905,1223000-04G,GP WELL #3 (04G) RTE 202,ORANGE,1,42.550060389999999,-72.291702220000005,GW,233,1223000
906,4261002-01G,PETERS POND PARK,SANDWICH,4,41.690300000000001,-70.483962930000004,TNC,0,4261002
907,4307000-14G,WASHINGTON 4A GP WELL,WALPOLE,4,42.127653600000002,-71.248932789999998,GW,478,4307000
908,4020002-20G,WELL 1 MCSHANE,BARNSTABLE,4,41.635796939999999,-70.390551160000001,GW,307,4020002
909,1256000-02G,STRATHMORE PARK WELL (02G),RUSSELL,1,42.172282209999999,-72.829910970000000,GW,608,1256000
910,2034006-01G,BOLTON CORNERS,BOLTON,2,42.431896440000003,-71.595746590000005,NTNC,0,2034006
911,2153000-05S,NOTOWN RESERVOIR,LEOMINSTER,2,42.542797080000000,-71.817062289999996,SW,0,2153000
912,4318038-04G,"SPRING BROOK CENTER, INC.",WELLFLEET,4,41.878247270000003,-69.990059360000004,TNC,0,4318038
913,4247052-01G,OLDCASTLE INFRASTRUCTURE,REHOBOTH,4,41.787363800000001,-71.292516570000004,NTNC,0,4247052
914,4182000-05G,TISPAQUIN GP WELL  1,MIDDLEBOROUGH,4,41.856296800000003,-70.858337320000004,GW,273,4182000
915,4146016-02G,FREETOWN/LAKEVILLE REGIONAL SCHOOL DIST.,LAKEVILLE,4,41.791436210000001,-70.981006949999994,NTNC,0,4146016
916,4334087-01G,WILD HONEY CAFE @ SOARES FUNCTION HALL,WESTPORT,4,41.587267720000000,-71.088788600000001,TNC,0,4334087
917,4083000-01G,GP WELL  1,EAST BRIDGEWATER,4,42.010047739999997,-70.901769979999997,GW,357,4083000
918,4145000-06G,GRASSY HOLE GP WELL,KINGSTON,4,41.969565559999999,-70.711529119999994,GW,39,4145000
919,4334011-01G,WESTPORT MIDDLE SCHOOL,WESTPORT,4,41.623012789999997,-71.065666140000005,NTNC,0,4334011
920,1022031-01G,WATER TEN,BECKET,1,42.252718489999999,-73.127347470000004,TNC,0,1022031
921,2103003-02G,GARDNER MUNICIPAL GOLF COURSE,GARDNER,2,42.598074279999999,-71.991865860000004,TNC,0,2103003
922,4020002-11G,GP WELL  14  HAYDEN,BARNSTABLE,4,41.651983739999999,-70.422735360000004,GW,301,4020002
923,1349006-01G,WORTHINGTON GOLF LINKS,WORTHINGTON,1,42.407541960000003,-72.944368549999993,TNC,0,1349006
924,1313004-01G,HOUSE OF WASHINGTON,WASHINGTON,1,42.366115510000000,-73.110076879999994,TNC,0,1313004
925,1283013-01G,BERKSHIRE COUNTRY DAY SCHOOL,STOCKBRIDGE,1,42.345183480000003,-73.326917730000005,NTNC,0,1283013
926,1106004-01G,GILL ELEMENTARY SCHOOL,GILL,1,42.648177009999998,-72.494892949999993,NTNC,0,1106004
927,1200007-01G,NEW ASHFORD MOTOR INN,NEW ASHFORD,1,42.603224109999999,-73.240080789999993,TNC,0,1200007
928,3330000-17G,NUTTING RD SATELLITE #1,WESTFORD,3,42.609331320000003,-71.436474439999998,GW,128,3330000
929,1268000-01S,FOX BROOK RESERVOIR,SHELBURNE,1,42.639587140000003,-72.703536979999996,ESW,0,1268000
930,1191004-03G,SUNSETVIEW FARM CAMPING AREA,MONSON,1,42.121121950000003,-72.294335750000002,TNC,0,1191004
931,3205018-01G,HOLISTIC FAMILY HEALTH PRACTICE,NEWBURY,3,42.789235230000003,-70.877778449999994,TNC,0,3205018
932,6000000-02S,QUABBIN RESERVOIR,BOSTON,6,42.371185449999999,-72.279151990000003,SW,0,6000000
933,1069010-02G,OLD CREAMERY COOPERATIVE INC,CUMMINGTON,1,42.464066330000001,-72.905790569999994,TNC,0,1069010
934,1043002-01G,WELL  #1,BRIMFIELD,1,42.120681529999999,-72.204037499999998,GW,0,1043002
935,4218000-02G,GP WELL  2,NORTON,4,41.954377620000002,-71.159277919999994,GW,0,4218000
936,2054051-04G,"KARL STORZ ENDOVISION, INC.",CHARLTON,2,42.135729060000003,-71.988116869999999,NTNC,0,2054051
937,1058001-04G,WELL #4,CHESHIRE,1,42.531412650000000,-73.178521829999994,GW,0,1058001
938,1267001-02G,WELL #2,SHEFFIELD,1,42.113905590000002,-73.415753649999999,GW,0,1267001
939,4086040-01G,MAIN STREET MERCANTILE CONDO II,EASTHAM,4,41.851688379999999,-69.985374530000001,TNC,0,4086040
940,4307000-12G,NEPONSET WELL 1 (P.S. 1),WALPOLE,4,42.130237819999998,-71.249069230000003,GW,478,4307000
941,1069001-03G,WELL #3 (03G),CUMMINGTON,1,42.460203280000002,-72.890340550000005,GW,0,1069001
942,2303002-02G,RED ROCK GRILL AND BAR  LOUNGE,UPTON,2,42.178926650000001,-71.640202650000006,TNC,0,2303002
943,4052072-01G,COLE WELL #1,CARVER,4,41.933213670000001,-70.796608629999994,GW,0,4052072
944,3252000-06S,FLAT LEDGE QUARRY,ROCKPORT,3,42.667102929999999,-70.626365660000005,SW,0,3252000
945,3259000-05G,GP WELL  6,SALISBURY,3,42.875642020000001,-70.884100189999998,GW,660,3259000
946,3198000-12G,ELM BANK 4 G.P. WELL,NATICK,3,42.281200339999998,-71.298019370000006,GW,83,3198000
947,4075000-06G,GP WELL  5,DENNIS,4,41.701804750000001,-70.155371329999994,GW,438,4075000
948,2185000-07G,DILLA GP WELL 1 (12 INCH),MILFORD,2,42.160180070000003,-71.512900630000004,GW,155,2185000
949,1058009-01G,CHESHIRE GREEN,CHESHIRE,1,42.525817019999998,-73.190871310000006,TNC,0,1058009
950,4065000-02G,ELLMS MEADOW WELLS,COHASSET,4,42.238536449999998,-70.803395510000001,GW,527,4065000
951,4131000-11G,FULLING MILL WELL 1,HINGHAM,4,42.202201580000001,-70.876151989999997,GW,0,4131000
952,2185000-08G,DILLA GP WELL 2 (8 INCH),MILFORD,2,42.160835820000003,-71.512477899999993,GW,155,2185000
953,4131000-03S,FULLING MILL COLLECTION BASINS,HINGHAM,4,42.202438620000002,-70.876228339999997,SW,0,4131000
954,4020004-05G,MARY DUNN WELL  2,BARNSTABLE,4,41.675994860000003,-70.278907860000004,GW,313,4020004
955,4245000-09G,GUSHEE POND WELL 2,RAYNHAM,4,41.950183480000000,-71.036285169999999,GW,623,4245000
956,1066005-01G,PINE HILL ORCHARDS,COLRAIN,1,42.650093390000002,-72.676517950000004,TNC,0,1066005
957,1098005-02G,WHITCOMB SUMMIT MOTEL,FLORIDA,1,42.689157500000000,-73.021171969999997,TNC,0,1098005
958,2299002-01G,DCR WILLARD BROOK STATE FOREST,TOWNSEND,2,42.661322450000000,-71.790622420000005,TNC,0,2299002
959,4334009-01G,ADMINISTRATION BLDG TOWN HALL ANNEX,WESTPORT,4,41.577049160000001,-71.089874350000002,TNC,0,4334009
960,2054053-01G,PRINDLE POND CONFERENCE CENTER,CHARLTON,2,42.109186070000000,-72.000795839999995,NTNC,0,2054053
961,1234006-02G,PETERSHAM CENTER SCHOOL,PETERSHAM,1,42.485158169999998,-72.190717500000005,NTNC,0,1234006
962,2054053-04G,PRINDLE POND CONFERENCE CENTER,CHARLTON,2,42.108484240000003,-72.001526519999999,NTNC,0,2054053
963,2185000-05G,GODFREY WELL 4,MILFORD,2,42.131326600000001,-71.509489189999996,GW,155,2185000
964,1225033-01G,HALLS STORE,OTIS,1,42.173577299999998,-73.034485779999997,TNC,0,1225033
965,4145000-07G,TRACKLE POND WELL,KINGSTON,4,41.955099810000000,-70.751511359999995,GW,326,4145000
966,2235001-01G,FOX RUN RESTAURANT,PHILLIPSTON,2,42.560562189999999,-72.165420620000006,TNC,0,2235001
967,4055000-03G,SO. CHATHAM WELL  3,CHATHAM,4,41.680706370000003,-70.030232119999994,GW,680,4055000
968,2103000-02S,PERLEY BROOK RESERVOIR,GARDNER,2,42.589233550000003,-72.004180930000004,SW,0,2103000
969,4020002-18G,GP WELL 21 HAYDEN,BARNSTABLE,4,41.652223210000002,-70.432315160000002,GW,297,4020002
970,1022022-01G,BECKET COUNTRY STORE,BECKET,1,42.278327099999998,-73.059422159999997,TNC,0,1022022
971,2257009-01G,VASUCON,RUTLAND,2,42.430363409999998,-71.976601430000002,TNC,0,2257009
972,4300040-02G,WELL #2,TRURO,4,42.026590050000003,-70.077947649999999,GW,0,4300040
973,1022017-11G,CHIMNEY CORNERS CAMP,BECKET,1,42.279502680000000,-73.071441669999999,TNC,0,1022017
974,1340000-02G,WELL #2,WILLIAMSBURG,1,42.380304539999997,-72.727076519999997,GW,163,1340000
975,4211000-01G,PLAINVILLE WELL  4,NORTH ATTLEBOROUGH,4,42.007099369999999,-71.341566619999995,GW,391,4211000
976,1227003-01G,WELL #1,PALMER,1,42.190161680000003,-72.351521099999999,GW,465,1227003
977,3073000-07G,WHITE LODGE WELL 2,WESTWOOD,3,42.203322929999999,-71.151037529999996,GW,113,3073000
978,4036001-03G,PUMP STATION 3,BOURNE,4,41.774385799999997,-70.582596390000006,GW,717,4036001
979,2162000-03G,GPW  3 LANCASTER AVENUE,LUNENBURG,2,42.568497170000001,-71.706310270000003,GW,330,2162000
980,3009000-01S,HAGGETTS POND RES.,ANDOVER,3,42.644802249999998,-71.196395870000003,SW,0,3009000
981,4020002-21G,WELL 2 MCSHANE,BARNSTABLE,4,41.635796939999999,-70.390551160000001,GW,307,4020002
982,3078008-01G,WELL # 1,DOVER,3,42.250477830000001,-71.290271079999997,GW,547,3078008
983,4351000-09G,GP WELL  8,YARMOUTH,4,41.685887600000001,-70.183300480000000,GW,172,4351000
984,4173000-05G,WELL 5,MATTAPOISETT,4,41.693894239999999,-70.844062230000006,GW,199,4173000
985,4318007-01G,STARFISH VACATION VILLAGE,WELLFLEET,4,41.922527469999999,-70.008437920000006,TNC,0,4318007
986,4296002-01G,STATE ROAD RESTAURANT,WEST TISBURY,4,41.404039560000001,-70.675258860000000,TNC,0,4296002
987,3071000-01S,MIDDLETON POND RES.,MIDDLETON,3,42.594684559999997,-71.020393360000000,SW,0,3071000
988,4173000-01G,GP WELL  1,MATTAPOISETT,4,41.665216250000000,-70.840395580000006,GW,0,4173000
989,3330000-09G,FORGE VILLAGE WELLFIELD 1.2,WESTFORD,3,42.582143860000002,-71.468453350000004,GW,658,3330000
990,1195001-04G,YMCA CAMP HI ROCK,MOUNT WASHINGTON,1,42.066342210000002,-73.439695790000002,TNC,0,1195001
991,2316001-05G,WEBSTER FAMILY CAMPGROUND,WEBSTER,2,42.057186059999999,-71.824722280000003,TNC,0,2316001
992,3009000-03S,MERRIMACK RIVER,ANDOVER,3,42.686985329999999,-71.223929389999995,SW,0,3009000
993,3119000-06G,IDLEWOOD #2 G.P. WELL,HAMILTON,3,42.619785200000003,-70.893844560000005,GW,131,3119000
994,3164003-01G,"SAGAMORE SPRING GOLF CLUB, INC.",LYNNFIELD,3,42.559020969999999,-71.040881249999998,TNC,0,3164003
995,4052070-01G,WELL  1,CARVER,4,41.829129729999998,-70.733834549999997,GW,0,4052070
996,3144000-07G,FELLOWS RD. G.D. WELL,IPSWICH,3,42.651481189999998,-70.824619729999995,GW,477,3144000
997,2235004-01G,KING PHILLIP RESTAURANT,PHILLIPSTON,2,42.569708089999999,-72.132301600000005,TNC,0,2235004
998,4336000-02S,OLD SWAMP RIVER/SOUTH COVE,WEYMOUTH,4,42.199728530000002,-70.938627659999995,SW,0,4336000
999,4146049-01G,BISHOP RUOCCO HOUSE,LAKEVILLE,4,41.831110690000003,-70.951095600000002,TNC,0,4146049
1000,1256000-02S,RUSSELL RESERVOIR,RUSSELL,1,42.196555969999999,-72.874107339999995,ESW,0,1256000
1001,4102034-01G,FORGE POND CAMPGROUND INC,FREETOWN,4,41.806076230000002,-71.055030729999999,TNC,0,4102034
1002,1283010-01G,CAMP MAH KEE NAC,STOCKBRIDGE,1,42.338799750000000,-73.309399979999995,TNC,0,1283010
1003,1137000-02S,WHITING STREET RESERVOIR (02S),HOLYOKE,1,42.239952099999996,-72.634628370000001,ESW,0,1137000
1004,2271000-08G,GP #6.2 HOME FARM WELL,SHREWSBURY,2,42.300555910000000,-71.753463710000005,GW,577,2271000
1005,4172014-01G,CAPE COD CAMP CORPORATION,MASHPEE,4,41.660797170000002,-70.493187010000000,TNC,0,4172014
1006,2012004-01G,EVERGREEN FAMILY RESTAURANT,ASHBY,2,42.664379279999999,-71.794166630000007,TNC,0,2012004
1007,2303000-02G,WEST RIVER GP WELL,UPTON,2,42.154837880000002,-71.607247959999995,GW,422,2303000
1008,3092000-03G,CENTENNIAL GROVE 3 GP WELL,ESSEX,3,42.617615319999999,-70.807717909999994,GW,535,3092000
1009,2054017-01G,DRESSER HILL FARM DAIRY,CHARLTON,2,42.092157610000001,-71.969820810000002,TNC,0,2054017
1010,3269026-01G,SHERBORN MARKET,SHERBORN,3,42.239590880000002,-71.369127660000004,TNC,0,3269026
1011,1268001-01G,WELL #1 HILL TOP,SHELBURNE,1,42.595054859999998,-72.680953990000006,GW,0,1268001
1012,3305000-01S,CRYSTAL LAKE,WAKEFIELD,3,42.496452370000000,-71.073127819999996,SW,0,3305000
1013,4003007-01G,COUNTRY WHIP,ACUSHNET,4,41.736769230000000,-70.895854659999998,TNC,0,4003007
1014,2110000-04G,EAST ST. #3 GRAVEL PACKED WELL,GRAFTON,2,42.229419770000000,-71.702507080000004,GW,332,2110000
1015,1152010-02G,PLEASANT VALLEY WILDLIFE SANCTUARY,LENOX,1,42.384393850000002,-73.299980169999998,TNC,0,1152010
1016,2286003-03G,STOW SHOPPING CENTER,STOW,2,42.436442200000002,-71.484522159999997,NTNC,0,2286003
1017,2025000-03G,GP WELL #3.1 IN BUILDING,BELLINGHAM,2,42.028338470000001,-71.481103910000002,GW,21,2025000
1018,3048000-02S,MILL POND RESERVOIR   INTAKE POINT,BURLINGTON,3,42.515102560000003,-71.171241699999996,SW,0,3048000
1019,4050000-13G,GP WELL #13 (FOREST AVE),CANTON,4,42.159943200000001,-71.168475040000004,GW,224,4050000
1020,4296000-04G,MANTER WELL,TISBURY,4,41.439552460000002,-70.624422999999993,GW,228,4296000
1021,4027003-03G,BERKLEY COMMUNITY SCHOOL,BERKLEY,4,41.834377160000003,-71.088560560000005,NTNC,0,4027003
1022,4086027-01G,GIFT BARN INC.,EASTHAM,4,41.851234540000000,-69.986885160000000,TNC,0,4086027
1023,1341012-01G,1896 HOUSE BROOKSIDE,WILLIAMSTOWN,1,42.693338249999996,-73.226512220000004,TNC,0,1341012
1024,1203011-01G,NEW MARLBOROUGH CENTRAL SCHOOL,NEW MARLBOROUGH,1,42.120325809999997,-73.268700910000007,NTNC,0,1203011
1025,1161002-01G,VILLA ROSE RESTAURANT,LUDLOW,1,42.205299930000002,-72.410180400000002,TNC,0,1161002
1026,3330000-18G,NUTTING RD SATELLITE #2,WESTFORD,3,42.609545820000001,-71.436892430000000,GW,128,3330000
1027,2034025-01G,NASHOBA PARK,BOLTON,2,42.449942579999998,-71.635972899999999,NTNC,0,2034025
1028,1130003-01G,MOHAWK ESTATES,HEATH,1,42.675242169999997,-72.795258210000000,TNC,0,1130003
1029,3078001-01G,DRILLED WELL  1,DOVER,3,42.242464599999998,-71.272552849999997,GW,0,3078001
1030,4123000-0EG,BROOK STREET WELLFIELD,HANSON,4,42.076634579999997,-70.859390890000000,PW,229,4123000
1031,4318111-01G,WHITE CREST BEACH,WELLFLEET,4,41.934254269999997,-69.980454280000004,TNC,0,4318111
1032,4088004-03G,SIMPSON SPRING CO. (SOURCE),EASTON,4,42.035397770000003,-71.080872780000007,TNC,0,4088004
1033,4086002-04G,EASTHAM ELEMENTARY SCHOOL,EASTHAM,4,41.840818370000001,-69.974886679999997,NTNC,0,4086002
1034,1209001-01G,HISTORIC VALLEY CAMPGROUND,NORTH ADAMS,1,42.684748769999999,-73.091702979999994,TNC,0,1209001
1035,3181000-01S,MERRIMACK RIVER,METHUEN,3,42.699993380000002,-71.202003559999994,SW,0,3181000
1036,2290010-01G,SUTTON FALLS CAMPING AREA,SUTTON,2,42.109802510000002,-71.781768869999993,TNC,0,2290010
1037,4122000-04G,HANOVER ST. WELL 2 (04G),HANOVER,4,42.118326539999998,-70.830215379999999,GW,280,4122000
1038,2271004-01G,MEMORIAL DR. IND. PARK SITE 2 (RIFL),SHREWSBURY,2,42.257410440000001,-71.709218359999994,NTNC,0,2271004
1039,3128000-05S,MILLVALE RES.,HAVERHILL,3,42.786815869999998,-71.033744760000005,SW,0,3128000
1040,4239046-01G,PLYMOUTH SOUTH HIGH SCHOOL,PLYMOUTH,4,41.886079729999999,-70.617143880000000,NTNC,0,4239046
1041,4020004-03G,HYANNISPORT,BARNSTABLE,4,41.639125970000002,-70.308433480000005,GW,316,4020004
1042,4261012-02G,HOLLY RIDGE GOLF CLUB,SANDWICH,4,41.681205589999998,-70.455047710000002,TNC,0,4261012
1043,1267000-04G,"GP WELL, MASSPIKE RD (04G)",SHEFFIELD,1,42.083852290000003,-73.336958640000006,GW,470,1267000
1044,4261002-03G,PETERS POND PARK,SANDWICH,4,41.690105680000002,-70.483062820000001,TNC,0,4261002
1045,4261012-01G,HOLLY RIDGE GOLF CLUB,SANDWICH,4,41.683164710000000,-70.454847880000003,TNC,0,4261012
1046,1230001-01G,REBEL CAFE,PELHAM,1,42.395676280000004,-72.404436180000005,TNC,0,1230001
1047,2147005-01G,UNIFIED 2 PACKAGING GROUP,LANCASTER,2,42.526860499999998,-71.677141399999996,NTNC,0,2147005
1048,1233002-04G,CAMP DANBEE,PERU,1,42.445502990000001,-73.072486900000001,TNC,0,1233002
1049,2077003-01G,WINDING BROOK CAMPING,DOUGLAS,2,42.025505289999998,-71.718681250000003,TNC,0,2077003
1050,4052066-01G,OCEAN SPRAY RECEIVING STATION,CARVER,4,41.830017169999998,-70.719604680000003,TNC,0,4052066
1051,4099000-04G,WELL 4,FOXBOROUGH,4,42.044525180000001,-71.266694290000004,GW,366,4099000
1052,2286030-01G,WEST STREET STATION LLC,STOW,2,42.435067060000002,-71.505828949999994,TNC,0,2286030
1053,4072000-05G,WELL V1,DARTMOUTH,4,41.622053739999998,-71.026586949999995,GW,100,4072000
1054,1256003-01G,BREAD BASKET,RUSSELL,1,42.166662100000003,-72.860682609999998,TNC,0,1256003
1055,2286023-02G,KIDS A LOT (DAYCARE),STOW,2,42.439621350000003,-71.480919990000004,NTNC,0,2286023
1056,3295001-03G,EAST  MAPLE ST. WELL,TEWKSBURY,3,42.611658439999999,-71.208418010000003,GW,497,3295001
1057,2179009-01G,10 THRU 16 HASTINGS STREET,MENDON,2,42.105321969999999,-71.555374029999996,NTNC,0,2179009
1058,4318097-01G,VAN RENSSELAERS,WELLFLEET,4,41.905029980000002,-69.985322569999994,TNC,0,4318097
1059,2257006-01G,BRISCHS,RUTLAND,2,42.334401569999997,-71.965084770000004,TNC,0,2257006
1060,4239000-10G,SOUTH POND WELL  2,PLYMOUTH,4,41.912226420000003,-70.677498290000003,GW,197,4239000
1061,3330019-02G,WELL # 2,WESTFORD,3,42.605781520000001,-71.491142280000005,GW,0,3330019
1062,4310000-07G,SEAWOOD SPRINGS WELL  7,WAREHAM,4,41.790018310000001,-70.683563980000002,GW,383,4310000
1063,4076000-05G,WALKER ST. GP WELL  2,DIGHTON,4,41.874324580000000,-71.171455309999999,GW,545,4076000
1064,2045004-05G,ROCK WELL  5,BROOKFIELD,2,42.187988390000001,-72.090811389999999,GW,0,2045004
1065,1066001-01G,WELL  #1,COLRAIN,1,42.649356060000002,-72.712138820000007,GW,638,1066001
1066,2185000-04G,GODFREY WELL 2,MILFORD,2,42.132834789999997,-71.510921539999998,GW,155,2185000
1067,4001000-01G,MYERS AVE. WELL # 1,ABINGTON,4,42.098728710000003,-70.940157299999996,GW,631,4001000
1068,3038025-02G,SECOND CONGREGATIONAL CHURCH,BOXFORD,3,42.708786730000000,-71.064933510000003,TNC,0,3038025
1069,4334035-01G,OUR LADY OF GRACE CHURCH,WESTPORT,4,41.648727610000002,-71.107093890000002,TNC,0,4334035
1070,4266000-02G,GP WELL  3,SHARON,4,42.114498689999998,-71.194890900000004,GW,289,4266000
1071,4318051-01G,WINSLOW TAVERN,WELLFLEET,4,41.938652099999999,-70.031538879999999,TNC,0,4318051
1072,4334031-02G,DCR HORSENECK BEACH STATE RESERVATION,WESTPORT,4,41.506984750000001,-71.046981790000004,TNC,0,4334031
1073,4122000-07G,BROADWAY WELL 2 (07G),HANOVER,4,42.109900109999998,-70.823841340000001,GW,281,4122000
1074,4240003-01G,PLYMPTON PLAZA,PLYMPTON,4,41.951801050000000,-70.814178549999994,TNC,0,4240003
1075,4239051-02G,WELL 2,PLYMOUTH,4,41.816929520000002,-70.566900529999998,GW,0,4239051
1076,1329000-08G,WELL #8,WESTFIELD,1,42.156505199999998,-72.707628749999998,GW,149,1329000
1077,4055005-02G,PLEASANT BAY VILLAGE MOTEL,CHATHAM,4,41.709560510000003,-69.990921099999994,TNC,0,4055005
1078,4052022-11G,DCR MYLES STANDISH STATE FOREST,CARVER,4,41.893596670000001,-70.696586699999997,TNC,0,4052022
1079,2012008-02G,SPRING HILL WELLNESS,ASHBY,2,42.668579399999999,-71.849943969999998,NTNC,0,2012008
1080,1268011-02G,WELL #2,SHELBURNE,1,42.590996179999998,-72.675925019999994,GW,0,1268011
1081,4239052-04G,CAMP MASSASOIT BOY SCOUTS OF AMERICA,PLYMOUTH,4,41.806982349999998,-70.577272629999996,TNC,0,4239052
1082,1015002-02G,MORGAN MEMORIAL FRESH AIR CAMP,ATHOL,1,42.525449330000001,-72.264998829999996,TNC,0,1015002
1083,4351000-24G,GP WELL  24,YARMOUTH,4,41.675018520000002,-70.252000080000002,GW,157,4351000
1084,4334073-01G,WESTPORT COUNTRY DAY SCHOOL,WESTPORT,4,41.643951459999997,-71.051498400000000,NTNC,0,4334073
1085,4086018-01G,BLUE DOLPHIN INN,EASTHAM,4,41.876247300000003,-69.986763179999997,TNC,0,4086018
1086,1337010-02G,WELL #2,WHATELY,1,42.419519960000002,-72.626672339999999,GW,203,1337010
1087,1070003-01G,GARDEN AND NURSERY,DALTON,1,42.489231080000003,-73.128021270000005,TNC,0,1070003
1088,1268011-03G,WELL #3,SHELBURNE,1,42.591254919999997,-72.675864989999994,GW,0,1268011
1089,4146040-01G,"CEDARDALE ASSOCIATES OF LAKEVILLE, INC.",LAKEVILLE,4,41.803318240000003,-70.937362590000006,TNC,0,4146040
1090,1267000-05G,HUBBARD BROOK WELL (05G),SHEFFIELD,1,42.107639040000002,-73.344780369999995,GW,470,1267000
1091,2012009-01G,THE GARDENERS COTTAGE,ASHBY,2,42.661150710000001,-71.796882150000002,TNC,0,2012009
1092,1112000-02G,WELL #2,GRANVILLE,1,42.072822350000003,-72.885175309999994,GW,0,1112000
1093,3056000-10G,MEADOWBROOK RD. GP WELL 2,CHELMSFORD,3,42.625498090000001,-71.390410779999996,GW,567,3056000
1094,1203007-01G,DCR SANDISFIELD STATE FOREST,NEW MARLBOROUGH,1,42.096009299999999,-73.179629950000006,TNC,0,1203007
1095,4239000-05G,NO. PLYMOUTH GP WELL,PLYMOUTH,4,41.955184230000000,-70.704613859999995,GW,396,4239000
1096,4172039-02G,ROCK LANDING WELL 2,MASHPEE,4,41.575935090000002,-70.476162560000006,GW,665,4172039
1097,4055000-02G,SO. CHATHAM WELL  2,CHATHAM,4,41.680391860000000,-70.030503019999998,GW,680,4055000
1098,4351000-21G,GP WELL  21,YARMOUTH,4,41.710967199999999,-70.196121230000003,GW,169,4351000
1099,3073000-12G,ROCK MEADOW TUBULAR WELLS,WESTWOOD,3,42.230422859999997,-71.226333530000005,GW,532,3073000
1100,3107000-07S,GOOSE COVE RES.,GLOUCESTER,3,42.638442980000001,-70.665748780000001,SW,0,3107000
1101,2017004-01G,CENTURY SPORTSMANS CLUB,AUBURN,2,42.186653730000003,-71.885840970000004,TNC,0,2017004
1102,4145001-04G,SACRED HEART HIGH SCHOOL,KINGSTON,4,41.948135890000003,-70.742234479999993,NTNC,0,4145001
1103,3301024-01G,THE CLUB  (FORMERLY BLUE MOON LOUNGE),TYNGSBOROUGH,3,42.691040049999998,-71.412368830000005,TNC,0,3301024
1104,1074000-05G,STILLWATER WELL (05G),DEERFIELD,1,42.522617519999997,-72.627891460000001,GW,286,1074000
1105,4042000-10G,GP WELL 9,BRIDGEWATER,4,41.998385730000003,-70.938465410000006,GW,621,4042000
1106,1087000-04G,HENDRICK WELLFIELD (04G),EASTHAMPTON,1,42.241433049999998,-72.660816089999997,GW,235,1087000
1107,1059004-01G,WALKER ISLAND CAMPGROUND,CHESTER,1,42.273648860000002,-72.999451109999995,TNC,0,1059004
1108,3301043-01G,PLAZA @ PONDVIEW PLACE LLC,TYNGSBOROUGH,3,42.688088090000001,-71.432705859999999,NTNC,0,3301043
1109,4247057-01G,SMPAT LLC,REHOBOTH,4,41.856072709999999,-71.237477020000000,TNC,0,4247057
1110,2054019-01G,APPLEWOOD CAMPGROUND,CHARLTON,2,42.079944830000002,-71.976516649999994,TNC,0,2054019
1111,2037006-01G,BEDROCK WELL # 1,BOXBOROUGH,2,42.481389759999999,-71.513513619999998,GW,0,2037006
1112,2303000-01G,TWF GLEN AVENUE WELL,UPTON,2,42.168576090000002,-71.628095880000004,GW,422,2303000
1113,3347000-10G,G.P. WELL I,WOBURN,3,42.466102659999997,-71.155242869999995,GW,529,3347000
1114,3048000-01G,TERRACE HALL GP WELL 1,BURLINGTON,3,42.498206889999999,-71.215143339999997,GW,279,3048000
1115,4334044-01G,WESTPORT BOWLAWAY/LOUNGE  INACT.,WESTPORT,4,41.668170820000000,-71.107718539999993,TNC,0,4334044
1116,3056000-14G,SMITH ST. GP WELL 2,CHELMSFORD,3,42.616417830000003,-71.350559140000001,GW,566,3056000
1117,1053016-01G,RED ROSE MOTEL,CHARLEMONT,1,42.619095379999997,-72.795356949999999,TNC,0,1053016
