OID_,SOURCE_ID,SITE_NAME,TOWN,REGION,LATITUDE,LONGITUDE,TYPE,ZII_NUM,PWS_ID
0,3163000-04S,WALDEN POND (PUMP),LYNN,3,42.492523519999999,-71.007581119999998,SW,0,3163000
1,2101000-08G,GP WELL 8,FRANKLIN,2,42.133205120000000,-71.385352069999996,GW,652,2101000
2,4076000-03G,CEDAR ST. GP WELL  2,DIGHTON,4,41.819536560000003,-71.180398030000006,GW,546,4076000
3,1043023-01G,MOJOS RISE N DINE,BRIMFIELD,1,42.113982909999997,-72.158332770000001,TNC,0,1043023
4,2216008-0BG,PROPOSED RWC-2,NORTHBRIDGE,2,42.134471840000003,-71.640716810000001,PW,673,2216008
5,4334059-01G,WELL # 1,WESTPORT,4,41.558745459999997,-71.123198049999999,GW,0,4334059
6,1112010-01G,MAPLE CORNER FARM,GRANVILLE,1,42.126479189999998,-72.960538909999997,TNC,0,1112010
7,4261024-02G,WELL #2,SANDWICH,4,41.733385869999999,-70.507236879999994,GW,575,4261024
8,1200010-01G,RONNIES CYCLE,NEW ASHFORD,1,42.606617989999997,-73.234588189999997,TNC,0,1200010
9,2054072-01G,GROWING FOOTPRINTS EDUCATION CENTER,CHARLTON,2,42.145481879999998,-71.996832749999996,NTNC,0,2054072
10,2054065-03G,19 & 21 WORCESTER ROAD,CHARLTON,2,42.145343859999997,-71.990557050000007,TNC,0,2054065
11,4318118-02G,HIAWATHA CONDOMINIUMS,WELLFLEET,4,41.914850999999999,-70.027438869999997,TNC,0,4318118
12,4261009-01G,AMARI BAR AND RISTORANTE,SANDWICH,4,41.728500560000001,-70.399780430000007,TNC,0,4261009
13,4300040-01G,WELL #1,TRURO,4,42.026589950000002,-70.077939729999997,GW,0,4300040
14,1260011-01G,NEW BOSTON STORE,SANDISFIELD,1,42.094461230000000,-73.074646689999994,TNC,0,1260011
15,4351000-17G,GP WELL  17,YARMOUTH,4,41.666210870000000,-70.243043200000002,GW,157,4351000
16,3128000-03S,CRYSTAL LAKE,HAVERHILL,3,42.799337260000001,-71.148278919999996,SW,0,3128000
17,4088000-0BG,BORDERLAND PW-2 (SITE 8-87),EASTON,4,42.064413289999997,-71.149274009999999,PW,90,4088000
18,4145000-02G,SOULES POND GP WELL  1,KINGSTON,4,41.982931440000002,-70.747061079999995,GW,40,4145000
19,1237001-01G,PEPPERMINT PARK CAMPING RESORT,PLAINFIELD,1,42.515950689999997,-72.874202760000003,TNC,0,1237001
20,1024018-01G,EVERGREENE GOLF CENTER,BELCHERTOWN,1,42.281528080000001,-72.385667209999994,TNC,0,1024018
21,3092000-02G,HARRY HOMANS 2 GP WELL,ESSEX,3,42.620765300000002,-70.803080570000006,GW,535,3092000
22,1227005-01G,MANGOS CAFE,PALMER,1,42.159166489999997,-72.359349960000003,TNC,0,1227005
23,2037028-01G,UNITED CHURCH OF CHRIST/DAYCARE,BOXBOROUGH,2,42.482930310000000,-71.514362079999998,NTNC,0,2037028
24,2235003-01G,WOODLAND CAMPGROUND,PHILLIPSTON,2,42.594036090000003,-72.139511029999994,TNC,0,2235003
25,1058002-01G,WELL #1,CHESHIRE,1,42.566334089999998,-73.145182649999995,GW,0,1058002
26,2286006-02G,STOW FIRE AND COMMUNITY CENTER,STOW,2,42.437316299999999,-71.520693199999997,NTNC,0,2286006
27,2185000-10G,GODFREY WELL 1A,MILFORD,2,42.133820090000000,-71.510802130000002,GW,155,2185000
28,4245002-07G,FIRST ST. REPLACEMENT WELL 2,RAYNHAM,4,41.933742660000000,-71.078887719999997,GW,627,4245002
29,1349001-01G,LITTLE RIVER CAFE,WORTHINGTON,1,42.374157089999997,-72.917198220000003,TNC,0,1349001
30,1349000-07G,SPRING #3 (07G),WORTHINGTON,1,42.419527420000001,-72.950985329999995,GW,605,1349000
31,3335008-03G,"HALE RESERVATION, INC.",WESTWOOD,3,42.236173860000001,-71.233417360000004,TNC,0,3335008
32,3198000-11G,ELM BANK 2 G.P. WELL,NATICK,3,42.281833759999998,-71.298889140000000,GW,83,3198000
33,3023000-06G,WELL  8  (TURNPIKE G.P. WELL 8),BEDFORD,3,42.519535140000002,-71.240990920000002,GW,244,3023000
34,2139003-02G,HOPKINTON COUNTRY CLUB,HOPKINTON,2,42.263332880000000,-71.557500210000001,NTNC,0,2139003
35,4334091-01G,COAKSETT COMMONS,WESTPORT,4,41.650412619999997,-71.070267970000003,NTNC,0,4334091
36,3048000-04G,WYMAN 8 TUB. WELLS,BURLINGTON,3,42.491129309999998,-71.170629669999997,GW,474,3048000
37,1033002-01G,SNOWS STEAK HOUSE,BLANDFORD,1,42.171486160000001,-73.005050639999993,TNC,0,1033002
38,1113012-02G,UAHC EISNER CAMP INSTITUTE,GREAT BARRINGTON,1,42.177300230000000,-73.349400020000004,TNC,0,1113012
39,1225022-03G,DCR TOLLAND STATE FOREST,OTIS,1,42.150058680000001,-73.043479950000005,TNC,0,1225022
40,2280010-01G,LITTLE CHELSEAS LEARNING CENTER,SPENCER,2,42.260722110000003,-72.014864619999997,NTNC,0,2280010
41,4099000-0GG,BRW#4,FOXBOROUGH,4,42.042630000000003,-71.269595850000002,PW,664,4099000
42,3128000-06S,HOVEYS POND,HAVERHILL,3,42.718891300000003,-71.073074360000007,ESW,0,3128000
43,4099000-0HG,BRW#5,FOXBOROUGH,4,42.042465600000000,-71.268896760000004,PW,664,4099000
44,4307000-15G,WASHINGTON 4B GP WELL,WALPOLE,4,42.127587200000001,-71.248932679999996,GW,478,4307000
45,4099000-0IG,BRW#16,FOXBOROUGH,4,42.042064629999999,-71.269422980000002,PW,664,4099000
46,2175000-04G,WELL 4 (ELM ST.),MEDFIELD,2,42.172218940000000,-71.281130430000005,GW,106,2175000
47,1113022-01G,"EAGLETON SCHOOL, DORMS",GREAT BARRINGTON,1,42.221580709999998,-73.389999390000000,NTNC,0,1113022
48,4292000-04G,MAKER WELL 4 / 04G  05G COMBINED,SWANSEA,4,41.752909260000003,-71.252810960000005,GW,450,4292000
49,1203006-01G,HILLSIDE RESTAURANT,NEW MARLBOROUGH,1,42.163284009999998,-73.257945329999998,TNC,0,1203006
50,4094000-04G,WOLF ISLAND RD. WELL  2,FAIRHAVEN,4,41.699338099999999,-70.847282390000004,GW,441,4094000
51,4218000-06G,GP WELL  6,NORTON,4,41.972260939999998,-71.139900850000004,GW,240,4218000
52,4201000-04S,POCKSHA POND (3),NEW BEDFORD,4,41.814994589999998,-70.898612409999998,SW,0,4201000
53,1227018-01G,RONDEAUS DAIRY BAR,PALMER,1,42.211680829999999,-72.302729929999998,TNC,0,1227018
54,4318047-02G,CCNS MARCONI AREA,WELLFLEET,4,41.900230929999999,-69.978188459999998,NTNC,0,4318047
55,2226004-02G,D & W DIESEL AND FUEL,OXFORD,2,42.170078850000003,-71.882615990000005,TNC,0,2226004
56,4245002-05G,KING PHILIP WELL 3B,RAYNHAM,4,41.939683440000003,-71.067346999999998,GW,327,4245002
57,2147000-01G,GP WELL # 1,LANCASTER,2,42.438674960000000,-71.661864359999996,GW,430,2147000
58,1043024-02G,SPRINGFIELD BOYS CLUB,BRIMFIELD,1,42.112300040000001,-72.179497409999996,TNC,0,1043024
59,2278000-04S,COHASSE BROOK RESERVOIR,SOUTHBRIDGE,2,42.046565819999998,-72.052261360000003,SW,0,2278000
60,4052021-01G,EDAVILLE RAILROAD,CARVER,4,41.848460390000000,-70.772652600000001,TNC,0,4052021
61,4052058-02G,CARVER COUNCIL ON AGING,CARVER,4,41.842846010000002,-70.745455949999993,TNC,0,4052058
62,4052065-01G,MAIN STREET COURT CONDOMINIUM TRUST,CARVER,4,41.894658560000003,-70.778125079999995,TNC,0,4052065
63,4027002-01G,DCR DIGHTON ROCK STATE PARK,BERKLEY,4,41.810857660000003,-71.109215599999999,TNC,0,4027002
64,3007000-01S,POWWOW RIVER,AMESBURY,3,42.860626210000000,-70.973899779999996,SW,0,3007000
65,4086055-01G,NAUSET MARKET,EASTHAM,4,41.863943560000003,-69.984578940000006,TNC,0,4086055
66,4285001-01G,OLD COLONY YMCA  STOUGHTON,STOUGHTON,4,42.132377589999997,-71.082351750000001,TNC,0,4285001
67,4250005-04G,"MHC GATEWAY TO CAPE COD, LLC",ROCHESTER,4,41.760941039999999,-70.800214069999996,TNC,0,4250005
68,1015000-02S,NEWTON RESERVOIR,ATHOL,1,42.600174000000003,-72.175201439999995,ESW,0,1015000
69,2034001-03G,PARAGON COMMUNICATIONS,BOLTON,2,42.445003749999998,-71.553703319999997,NTNC,0,2034001
70,4351000-04G,GP WELL  3,YARMOUTH,4,41.685791969999997,-70.252270650000000,GW,157,4351000
71,4334018-01G,WESTPORT PLAZA,WESTPORT,4,41.657592989999998,-71.079757630000003,NTNC,0,4334018
72,2303000-03G,GLEN AVE WELLFIELD WELL 1,UPTON,2,42.168752380000001,-71.628629500000002,GW,422,2303000
73,2286007-02G,STOW CENTER SCHOOL,STOW,2,42.439133040000002,-71.508184630000002,NTNC,0,2286007
74,2303000-05G,GLEN AVE WELLFIELD WELL 3,UPTON,2,42.168642149999997,-71.628663649999993,GW,422,2303000
75,2151006-01G,LEICESTER DRIVE IN THEATER,LEICESTER,2,42.247959139999999,-71.941924990000004,TNC,0,2151006
76,1214000-04S,WEST WHATELY RESERVOIR,NORTHAMPTON,1,42.438114089999999,-72.683625539999994,SW,0,1214000
77,2140014-02G,HUBBARDSTON ONE STOP SHOP,HUBBARDSTON,2,42.477143730000002,-72.010523440000000,TNC,0,2140014
78,4351000-12G,GP WELL  11,YARMOUTH,4,41.676051739999998,-70.218885569999998,GW,170,4351000
79,2110000-0CG,LAKE RIPPLE WELL,GRAFTON,2,42.212801970000001,-71.696919949999995,PW,619,2110000
80,1124002-02G,WELL # 2,HARDWICK,1,42.355263639999997,-72.140818300000007,GW,500,1124002
81,2241008-01G,FERNSIDE VACATION HOUSE S WALKER,PRINCETON,2,42.467994210000001,-71.884276380000003,TNC,0,2241008
82,4096008-01G,FALMOUTH PLAYHOUSE,FALMOUTH,4,41.621570720000001,-70.561737179999994,TNC,0,4096008
83,2232000-01G,BEMIS ROAD GP WELL 1,PEPPERELL,2,42.702058510000001,-71.631990709999997,GW,11,2232000
84,4020000-01G,GP WELL  1,BARNSTABLE,4,41.691389399999998,-70.307433070000002,GW,308,4020000
85,1111015-01G,GRANBY MOTEL,GRANBY,1,42.241473890000002,-72.553540990000002,TNC,0,1111015
86,3092000-01G,HARRY HOMANS 1 GP WELL,ESSEX,3,42.620489530000000,-70.803161529999997,GW,535,3092000
87,3056000-18G,CANAL ST. GP WELL 1,CHELMSFORD,3,42.594930570000002,-71.311535780000000,GW,566,3056000
88,1043029-01G,ATHENS PIZZA,BRIMFIELD,1,42.119750430000003,-72.199279559999994,TNC,0,1043029
89,3252000-03S,SAWMILL BROOK,ROCKPORT,3,42.638210180000002,-70.610267539999995,ESW,0,3252000
90,4247001-01G,REHOBOTH SENIOR CENTER,REHOBOTH,4,41.848003869999999,-71.241650359999994,TNC,0,4247001
91,4052008-01G,ERICKSONS ICE CREAM CAFE INC,CARVER,4,41.833247940000000,-70.751434369999998,TNC,0,4052008
92,1256000-01S,UPPER BLACK BROOK RESERVOIR,RUSSELL,1,42.209018450000002,-72.887893710000000,ESW,0,1256000
93,1281000-06S,LUDLOW RESERVOIR (06S),SPRINGFIELD,1,42.202309739999997,-72.431360440000006,ESW,0,1281000
94,2271000-11G,GP #3.3 LAMBERT SAND PIT WELL,SHREWSBURY,2,42.293034400000003,-71.751483530000002,GW,577,2271000
95,2290009-04G,SUTTON PUBLIC SCHOOLS,SUTTON,2,42.143477400000002,-71.772228850000005,NTNC,0,2290009
96,4086094-02G,EASTHAM PUBLIC LIBRARY,EASTHAM,4,41.830880000000001,-69.977996000000005,TNC,0,4086094
97,1236013-03G,CAMP WINADU,PITTSFIELD,1,42.479058719999998,-73.282012760000001,TNC,0,1236013
98,1309000-04G,CISTERN,WARE,1,42.262226480000002,-72.248106289999996,GW,613,1309000
99,4171000-17G,FURNACE BROOK WELL #1A,MARSHFIELD,4,42.106465290000003,-70.727047859999999,GW,670,4171000
100,4086039-01G,WILLYS WORLD WELLNESS AND CONFERENCE CTR,EASTHAM,4,41.858505119999997,-69.983345189999994,TNC,0,4086039
101,4218000-07G,REPLACEMENT WELL 1,NORTON,4,41.954929280000002,-71.161615519999998,GW,325,4218000
102,1127000-01G,WEST HATFIELD WELL (01G),HATFIELD,1,42.376788210000001,-72.639362869999999,GW,463,1127000
103,4239000-01S,GREAT SOUTH POND,PLYMOUTH,4,41.911601939999997,-70.670364320000004,ESW,0,4239000
104,2226012-01G,"AMERICAN POLYMERS, INC.",OXFORD,2,42.116477979999999,-71.897830409999997,NTNC,0,2226012
105,4182000-10G,TISPAQUIN GP WELL  2,MIDDLEBOROUGH,4,41.855991119999999,-70.858016919999997,GW,273,4182000
106,1312001-01G,WELL # 1,WARWICK,1,42.698145539999999,-72.317164649999995,GW,0,1312001
107,3229000-03S,IPSWICH RIVER,PEABODY,3,42.560791190000003,-71.003936760000002,SW,0,3229000
108,2054040-07G,ROCK WELL 7,CHARLTON,2,42.111603320000000,-72.009009059999997,GW,0,2054040
109,2077000-02G,WEST ST. GRAVEL PACKED WELL,DOUGLAS,2,42.072275179999998,-71.722637719999994,GW,18,2077000
110,3254000-02G,HAVERHILL ST. GP WELL 2,ROWLEY,3,42.706958610000001,-70.911647720000005,GW,563,3254000
111,1069007-01G,GREENWOOD MUSIC CAMP,CUMMINGTON,1,42.465037979999998,-72.879742410000006,TNC,0,1069007
112,3254000-03G,BOXFORD RD. GP WELL 3,ROWLEY,3,42.697118670000002,-70.954038109999999,GW,420,3254000
113,2179025-01G,HIDE A WAY PIZZA,MENDON,2,42.096919360000001,-71.578166870000004,TNC,0,2179025
114,1148008-01G,WELL #3 (01G),LANESBOROUGH,1,42.543179940000002,-73.246892299999999,GW,0,1148008
115,2241013-01G,MECHANICS HALL,PRINCETON,2,42.475761669999997,-71.842748250000000,TNC,0,2241013
116,3301044-03G,WELL 3,TYNGSBOROUGH,3,42.668118939999999,-71.403812860000002,GW,0,3301044
117,4118000-03G,WELL  3  YMCA,HALIFAX,4,42.008026399999999,-70.849800130000006,GW,609,4118000
118,4296000-02G,TASHMOO WELL  2,TISBURY,4,41.446778420000001,-70.619615589999995,GW,228,4296000
119,1111033-01G,CUMBERLAND FARMS #2403,GRANBY,1,42.246828450000002,-72.543057059999995,TNC,0,1111033
120,4300020-01G,PILGRIM SPRING MOTEL,TRURO,4,42.023925849999998,-70.076004040000001,TNC,0,4300020
121,4285003-03G,WELL 3,STOUGHTON,4,42.137551920000000,-71.133761230000005,GW,0,4285003
122,4300041-02G,TRURO TOWN HALL,TRURO,4,41.998685510000001,-70.056718329999995,TNC,0,4300041
123,4350000-03G,FRANKLIN ST. WELL  2,WRENTHAM,4,42.072743629999998,-71.353001610000007,GW,178,4350000
124,4062001-01G,MENEMSHA INN,CHILMARK,4,41.354336830000001,-70.756368699999996,TNC,0,4062001
125,4264000-01G,WELL  10  WEBSTERS MEADOW,SCITUATE,4,42.170533390000003,-70.755214109999997,GW,508,4264000
126,2012012-01G,ASHBY LEGION/GRANGE/CHURCH,ASHBY,2,42.678139289999997,-71.818901879999999,TNC,0,2012012
127,3344000-01S,NORTH RESERVOIR,WINCHESTER,3,42.464805470000002,-71.119247340000001,SW,0,3344000
128,2025000-20G,GP WELL #11.5 (WRENTHAM RD),BELLINGHAM,2,42.024830000000001,-71.481598300000002,GW,21,2025000
129,4096000-01G,ASHUMET WELL,FALMOUTH,4,41.617755160000002,-70.550073560000001,GW,554,4096000
130,4334006-01G,DURFEE LANES INC,WESTPORT,4,41.671459130000002,-71.103744440000000,TNC,0,4334006
131,4086041-01G,CCNS DOANE ROCK PICNIC AREA,EASTHAM,4,41.843494640000003,-69.956626709999995,TNC,0,4086041
132,2179024-01G,END ZONE SPORTS PUB,MENDON,2,42.112938890000002,-71.547363890000000,TNC,0,2179024
133,1223005-01G,ORIENTAL HOUSE INC,ORANGE,1,42.597060350000000,-72.333071640000000,TNC,0,1223005
134,1283003-01S,LAKE AVERIC (ECHO LAKE),STOCKBRIDGE,1,42.315606080000002,-73.340826320000005,SW,0,1283003
135,1120017-01G,ROHA ENTERPRISES II  LTD,HAMPDEN,1,42.058804979999998,-72.441988370000004,TNC,0,1120017
136,1113006-01G,BUTTERNUT BASIN INC,GREAT BARRINGTON,1,42.184709900000001,-73.320517359999997,TNC,643,1113006
137,4086033-02G,POITS LIGHTHOUSE MINI GOLF,EASTHAM,4,41.867835759999998,-69.984779309999993,TNC,0,4086033
138,2151010-01G,DANIELS PUB,LEICESTER,2,42.245346140000002,-71.932281410000002,TNC,0,2151010
139,3301023-01G,MIT HAYSTACK OBSERVATORY,TYNGSBOROUGH,3,42.623316950000003,-71.488275049999999,NTNC,0,3301023
140,1132013-01G,FERNWOOD FOREST CAMPGROUND INC,HINSDALE,1,42.430210959999997,-73.132536729999998,TNC,0,1132013
141,4285000-03G,MCNAMARA GRAVEL PACKED WELL 4,STOUGHTON,4,42.096553659999998,-71.125015489999996,GW,138,4285000
142,4318083-02G,CCNS SALT POND VISITOR CTR.,EASTHAM,4,41.837860610000000,-69.971102000000002,TNC,0,4318083
143,4318010-01G,DRUMMER BOY CONDOMINIUMS,WELLFLEET,4,41.915423150000002,-69.993055170000005,NTNC,0,4318010
144,1223000-03S,CRYSTAL SPRING (03S),ORANGE,1,42.580684599999998,-72.327186580000003,ESW,0,1223000
145,4020002-15G,GP WELL  18  HAYDEN,BARNSTABLE,4,41.657082840000001,-70.426950439999999,GW,299,4020002
146,1120028-01G,CFI DBA DAILY MART,HAMPDEN,1,42.063179669999997,-72.419851690000002,TNC,0,1120028
147,1225022-02G,DCR TOLLAND STATE FOREST,OTIS,1,42.147480139999999,-73.042213450000006,TNC,0,1225022
148,1143004-01G,COUNTY LINE TAVERN,HUNTINGTON,1,42.239074619999997,-72.909454339999996,TNC,0,1143004
149,1268000-03G,WELL #1 (03G),SHELBURNE,1,42.642187350000000,-72.717656349999999,GW,232,1268000
150,1225003-01G,LAUREL RIDGE CAMPING AREA,OTIS,1,42.160888720000003,-73.028644470000003,TNC,0,1225003
151,2257002-01G,POUT AND TROUT CAMPRGOUND,RUTLAND,2,42.439140330000001,-71.968543980000007,TNC,0,2257002
152,3073000-15G,WELL D2,DEDHAM,3,42.253889309999998,-71.182007319999997,GW,639,3073000
153,1225028-01G,OTIS MUNICIPAL BUILDING,OTIS,1,42.192608020000002,-73.093246500000006,TNC,0,1225028
154,4296010-01G,VINEYARD FOODSHOP,WEST TISBURY,4,41.403415699999996,-70.676139860000006,TNC,0,4296010
155,2097000-11S,FITCHBURG RESERVOIR,FITCHBURG,2,42.644974339999997,-71.842332189999993,SW,0,2097000
156,2226011-03G,WELL NO. 3,OXFORD,2,42.185529400000000,-71.906195900000000,GW,0,2226011
157,4336000-01G,CIRCUIT AVE. GP WELL,WEYMOUTH,4,42.198299870000000,-70.952725220000005,GW,321,4336000
158,2282006-01G,STERLING NURSERY SCHOOL,STERLING,2,42.457514529999997,-71.776258459999994,NTNC,0,2282006
159,2287000-05G,WELL 5,STURBRIDGE,2,42.103949999999998,-72.093177330000003,GW,574,2287000
160,1306004-01G,WALES ELEMENTARY SCHOOL,WALES,1,42.071593489999998,-72.221880270000000,NTNC,0,1306004
161,1090002-01G,PROSPECT LAKE PARK,EGREMONT,1,42.196142860000002,-73.446701340000004,TNC,0,1090002
162,2287016-02G,DCR WELLS STATE PARK,STURBRIDGE,2,42.146669039999999,-72.060389590000000,TNC,0,2287016
163,3163000-03S,BIRCH POND,LYNN,3,42.474702460000003,-70.991960520000006,SW,0,3163000
164,4293000-05S,GREAT QUITTACAS (4),TAUNTON,4,41.792139149999997,-70.907078159999998,SW,0,4293000
165,2147009-01G,KOCH RT2 TOYOTA / MYSA,LANCASTER,2,42.518482720000002,-71.695610290000005,NTNC,0,2147009
166,4219000-10G,GP WELL  9,NORWELL,4,42.169909740000001,-70.829014099999995,GW,537,4219000
167,1341010-03G,MT GREYLOCK REGIONAL SCHOOL,WILLIAMSTOWN,1,42.673049900000002,-73.246201799999994,NTNC,0,1341010
168,1150000-04S,OCTOBER MNT LAKE (04S),LEE,1,42.347404910000002,-73.187927840000000,ESW,0,1150000
169,4310006-01G,BLACKMORE POND CAMPSITE,WAREHAM,4,41.757965169999999,-70.748260590000001,TNC,0,4310006
170,2011008-02G,CAMP COLLIER,ASHBURNHAM,2,42.618198270000001,-71.969299230000004,TNC,0,2011008
171,2287016-01G,DCR WELLS STATE PARK,STURBRIDGE,2,42.143743059999998,-72.063658489999995,TNC,0,2287016
172,3317000-05G,LONGFELLOW GP WELL,WELLESLEY,3,42.314106060000000,-71.253868190000006,GW,275,3317000
173,4088000-05G,GP WELL # 5,EASTON,4,42.005049610000000,-71.155014890000004,GW,625,4088000
174,1121014-01G,HILLCREST ITU,HANCOCK,1,42.538786080000001,-73.331917189999999,TNC,0,1121014
175,2290021-02G,DCR PURGATORY CHASM STATE RESERVATION,SUTTON,2,42.129040830000001,-71.712297440000000,TNC,0,2290021
176,1283012-01G,WHEATLEIGH INN,STOCKBRIDGE,1,42.341763909999997,-73.303143419999998,TNC,0,1283012
177,4018000-06G,TROUT BROOK WELLFIELD,AVON,4,42.121341250000000,-71.027728550000006,GW,663,4018000
178,2034010-01G,NASHOBA REGIONAL HIGH SCHOOL,BOLTON,2,42.449957830000002,-71.632652899999997,NTNC,0,2034010
179,1193019-04G,KSA MASS LLC,GREAT BARRINGTON,1,42.172148090000000,-73.289973200000006,TNC,0,1193019
180,1267008-05G,OPTION INSTITUTE AND FELLOWSHIP,SHEFFIELD,1,42.050120530000001,-73.428329250000004,NTNC,0,1267008
181,1022019-01G,YMCA CAMP BECKET,BECKET,1,42.292987779999997,-73.079925160000002,TNC,0,1022019
182,2286032-01G,HONEY POT HILL ORCHARDS,STOW,2,42.410602330000003,-71.513621259999994,TNC,0,2286032
183,2028018-02G,WELL 2,BERLIN,2,42.372983339999998,-71.636163220000000,GW,0,2028018
184,4172039-04G,QUAKER RUN WELL 4,MASHPEE,4,41.626485090000003,-70.466216439999997,GW,655,4172039
185,3056001-02G,CANAL ST. GP WELL 2,CHELMSFORD,3,42.600818449999998,-71.318457730000006,GW,566,3056001
186,4334082-02G,CENTRAL VILLAGE CONDO C/O BRADSHAW INS.,WESTPORT,4,41.581920119999999,-71.091123449999998,TNC,0,4334082
187,2028018-01G,WELL 1,BERLIN,2,42.372790049999999,-71.636100049999996,GW,0,2028018
188,3184004-01G,"MIDDLETON GOLF COURSE II, INC.",MIDDLETON,3,42.586643500000001,-71.012146079999994,TNC,0,3184004
189,4145003-01G,SACRED HEART ELEMENTARY SCHOOL,KINGSTON,4,41.951488910000002,-70.736143319999996,NTNC,0,4145003
190,2097000-02S,SCOTT RESERVOIR,FITCHBURG,2,42.611144809999999,-71.828725280000000,SW,0,2097000
191,4261000-09G,GP WELL 9,SANDWICH,4,41.744278799999996,-70.471368589999997,GW,135,4261000
192,4044003-01G,SPECTRUM GYMNASTICS INC.,BROCKTON,4,42.056808250000003,-71.055335999999997,TNC,0,4044003
193,2286000-04G,BEDROCK WELL #4,STOW,2,42.421840959999997,-71.508142489999997,GW,0,2286000
194,2286000-02G,GP WELL #2,STOW,2,42.421900350000001,-71.508024480000003,GW,0,2286000
195,1137000-01S,ASHLEY RESERVOIR (01S),HOLYOKE,1,42.182529600000002,-72.656196600000001,ESW,0,1137000
196,4020000-04G,GP WELL 4,BARNSTABLE,4,41.683691009999997,-70.320262150000005,GW,129,4020000
197,4224000-01G,GOULD POND GP WELL  1,ORLEANS,4,41.764897619999999,-69.988518389999996,GW,161,4224000
198,6000000-03S,SUDBURY RESERVOIR,BOSTON,6,42.313274360000001,-71.582420369999994,ESW,0,6000000
199,1112008-01G,GRANVILLE COUNTRY STORE,GRANVILLE,1,42.051898760000000,-72.859106429999997,TNC,0,1112008
200,6000000-05S,SPOT POND,BOSTON,6,42.456111360000001,-71.091388899999998,ESW,0,6000000
201,4296008-01G,WEST TISBURY TOWN HALL,WEST TISBURY,4,41.380392729999997,-70.674830540000002,TNC,0,4296008
202,3213000-04G,CENTRAL ST. WELLFIELD,NORTH READING,3,42.599540169999997,-71.112026700000001,GW,351,3213000
203,1060001-01G,DAVENPORT BUILDING,CHESTERFIELD,1,42.392524750000000,-72.843353320000006,NTNC,0,1060001
204,4296000-01G,SANBORN WELL 1,TISBURY,4,41.442448820000003,-70.612351390000001,GW,228,4296000
205,4146045-02G,WELL #2,LAKEVILLE,4,41.883420770000001,-70.928387090000001,GW,0,4146045
206,4102008-02G,FREETOWN ELEMENTARY SCHOOL,FREETOWN,4,41.761558700000002,-71.013259849999997,NTNC,0,4102008
207,2328000-07G,CHAUNCY LAKE WELL #1,WESTBOROUGH,2,42.290906530000001,-71.616932460000001,GW,404,2328000
208,3269011-01G,PINE HILL ELEMENTARY SCHOOL,SHERBORN,3,42.248071080000003,-71.364218460000004,NTNC,0,3269011
209,2278002-01G,TWO COUSINS PASTA & GRILL,SOUTHBRIDGE,2,42.050132609999999,-72.056846710000002,TNC,0,2278002
210,4052022-02G,DCR MYLES STANDISH STATE FOREST,CARVER,4,41.814991180000000,-70.668304610000007,TNC,0,4052022
211,4126000-10G,GP WELL  9,HARWICH,4,41.709939380000002,-70.005687839999993,GW,99,4126000
212,3014000-05G,HOWE ST. GP WELL 5,ASHLAND,3,42.254430470000003,-71.515474650000002,GW,451,3014000
213,3333000-01G,KENDALL GREEN TUB. WELLS,WESTON,3,42.376682150000001,-71.281799260000000,GW,0,3333000
214,1268001-03G,WELL #3 WOODLAND (MAIN WELL),SHELBURNE,1,42.595916690000003,-72.681579610000000,GW,0,1268001
215,1124008-01G,HARDWICK ELEMENTARY SCHOOL,HARDWICK,1,42.317394829999998,-72.185124049999999,NTNC,0,1124008
216,3051018-01G,GLEASON PUBLIC LIBRARY,CARLISLE,3,42.529061530000000,-71.348114859999995,TNC,0,3051018
217,4239047-01G,PINEWOODS CAMP INC.,PLYMOUTH,4,41.852298619999999,-70.600921529999994,TNC,0,4239047
218,4334086-01G,THE BACK EDDY,WESTPORT,4,41.513093259999998,-71.068524499999995,TNC,0,4334086
219,1113023-02G,EAGLETON SCHOOL MAIN CAMPUS,GREAT BARRINGTON,1,42.186234210000002,-73.298357530000004,NTNC,0,1113023
220,1069002-02G,WELL #2,CUMMINGTON,1,42.493735030000003,-72.979102330000003,GW,0,1069002
221,1148015-01G,BERKSHIRE SPRING,LANESBOROUGH,1,42.509293950000000,-73.197923259999996,TNC,595,1148015
222,2270001-02G,GP WELL  2,SHIRLEY,2,42.522827030000002,-71.639213609999999,GW,89,2270001
223,4052011-01G,CAPTAIN PAL PRESCHOOL / UNITED PARISH,CARVER,4,41.887573920000001,-70.768694389999993,TNC,0,4052011
224,4020003-05G,STATION  4,BARNSTABLE,4,41.636494370000001,-70.437224509999993,GW,296,4020003
225,4322000-06G,MANLEY ST WELL #3A RIVER,WEST BRIDGEWATER,4,42.016415530000003,-71.049717819999998,GW,635,4322000
226,3198000-05G,PINE OAKS WELL # 2,NATICK,3,42.310424869999999,-71.343803350000002,GW,549,3198000
227,2303000-04G,GLEN AVE WELLFIELD WELL 2,UPTON,2,42.168681909999997,-71.628495389999998,GW,422,2303000
228,1268013-01G,DEUCE BAR & GRILL,SHELBURNE,1,42.592032170000003,-72.724154569999996,TNC,0,1268013
229,2151012-01G,CAMP NEYATI,LEICESTER,2,42.202060590000002,-71.938682560000004,TNC,0,2151012
230,2299003-01G,DCR PEARL HILL STATE PARK,TOWNSEND,2,42.656803009999997,-71.756123059999993,TNC,0,2299003
